,tag,Question,Reponse
73,Droit Commercial et économique : Droit Bancaire,Prêter de l'argent avec de l'intérêt,"Bonsoir, Question En tant que personne physique, est ce que je peux prêter de l'argent à qqun en exigeant des intérêts en retour ?Je voudrai m'assurer qu'il n'ya pas une loi qui opposerait cette pratique sachant que tout ce que j'ai pu découvert, une loi qui interdit d'exiger un taux d'intérêt supérieur à (TMM + 5%)Réponse Oui tu peux prêter de l'argent à qlq’un en exigeant des intérêts Le taux ne doit dépasser celui fixé par l’Arrêté du 19/01/2015: portant publication des taux d’intérêt effectifs moyens et des seuils des taux d’intérêt excessifs correspondantsCdls Naceur "
74,Droit Commercial et économique : Droit Bancaire,Achat d'un bien immobilier à l'étranger ,"Bonjour,Sur le plan réglementaire, vous pourrez utiliser l'argent provenant de la vente de votre logement en Tunisie si et seulement ce logement avait été acquis avec de l'argent provenant de l'étranger cad que vous l'avez acquis en important des devises. Et même, il vus faudra une autorisation de la BCT car il ne s'agit pas d'une opération libre sur le plan changes"
75,Droit Commercial et économique : Droit Bancaire,dates valeurs,"Les dates de valeur font partie de ces que les banques appellent leurs ""conditions"".Celles-ci sont toutes réglementes par la banque centrale de Tunisie.Vous pourrez consulter cette réglementation sur le site OSB"
76,Droit Commercial et économique : Droit Bancaire,dates valeurs,"Merci Ibn Haldun, mais voilà qlqes unes (à titre indicatif) : Dates de Valeurs appliquées aux Opérations des Chèques et Effets Normalisés· Pour un chèque télécompensable (compensation électronique):A défaut de rejet notifié par la Banque Tirée, le compte du Client Remettant sera crédité le 2ème j.o. qui suit la date de présentation électronique du Chèque.Pour un chèque ayant fait l’objet d’un Préavis de Rejet et non suivi d’un autre rejet, le compte du Client Remettant sera crédité le 6ème j.o. qui suit la date de présentation électronique du Chèque.· Pour un effet normalisé télécompensable (compensation électronique) :A défaut de rejet notifié par la Banque Tirée, le compte du Client Remettant le sera crédité le 2ème j.o. qui suit la date de présentation électronique de l’Effet.Dates de Valeurs appliquées aux Opérations se traduisant par un Crédit en Compte· Versement en espèces et virement : le premier j.o. suivant celui de la remise· Les virements entre comptes tenus chez la même Banque  sont effectués en valeurs compensées· Virement reçu de la compensation : le 1er j.o. suivant celui de la compensation· Remise de chèque sur les caisses de la Banque chez qui est tenu le compte à créditer : le 1er j.o. suivant celui de la remise· Remise des autres chèques sur place : le lendemain ouvrable de la liquidation en compensation manuelle chez la BCT· Remise de chèque non normalisé sur autres places en Tunisie : 6 jours fixes· Remise d’effet non normalisé à l’encaissement :  - 6 jours fixes si l’effet est payable dans une localité de la Tunisie où le Banquier recouvreur est installé  - 10 jours fixes si l’effet est payable dans une localité de la Tunisie où le Banquier recouvreur a un Correspondant Banquier.  - 13 jours fixes pour les autres effets sur la Tunisie.Dates de Valeurs appliquées aux Opérations se traduisant par un Débit en Compte· Retrait d’espèces : le dernier j.o. précédant celui du prélèvement· Mise à disposition en faveur de tiers : le dernier j.o. précédant celui de la mise à disposition par la Banque· Paiement en faveur de tiers par chèque ou virement : le dernier j.o. précédant celui du paiement· Certification de chèque : le dernier j.o. précédant celui de la date de certification· Domiciliation d’Effet : le dernier j.o. précédant celui de l’échéance ; au cas où l’effet est présenté après son échéance, le compte sera débité la veille ouvrable de la date de règlement· Opération réalisée par Carte Bancaire : le dernier j.o. précédant celui de la réalisation de l’opérationSlts/Naceur "
77,Droit Commercial et économique : Droit Bancaire,dates valeurs,"Citation de: Naceur le 09 avril 2009, 11:05:26 am 11:05Merci Ibn Haldun, mais voilà qlqes unes (à titre indicatif) : · Opération réalisée par Carte Bancaire : le dernier j.o. précédant celui de la réalisation de l’opérationSlts/Naceur Ibn Haldun,Naceur;Merci bcp pour vos réponsespour les opérations réalisée par carte bancaire de la même agence, sont enregistrer le premier j.o.suivant celui de la réalisation de l'opération et la date valeur le dernier j.o. précédant celui de la réalisation de l’opérationexemple: retrait d'espèces DAB le 08/04/2009date d'enregistrement le 09/04/2009date valeur le 07/04/2009nbre de jour (07/04/2009-09/04/2009)= -2joursc'est normal ça?  "
78,Droit Commercial et économique : Droit Bancaire,dates valeurs,"Oui, L'écart pourrais être plus important si la date de l'écriture est retardée pour tout motif. En fait ce qu'il faut comparer c'est la date du retrait effectif des fonds et la date de valeur appliquée. Entre les deux dates il ne devrait y avoir qu'un seul jour ouvrable.Nos respects"
79,Droit Commercial et économique : Droit Bancaire,dates valeurs,"Citation de: methk le 10 avril 2009, 02:01:29 pm 14:01date d'enregistrement le 09/04/2009Le 09 avril 2009 c'est un jour férié !!En principe elle doit être enregistrée le 10/04/2009Citation de: Naceur le 09 avril 2009, 11:05:26 am 11:05· Opération réalisée par Carte Bancaire : le dernier j.o. précédant celui de la réalisation de l’opérationDate de la réalisation de l'opération = retrait d'espèces DAB le 08/04/2009Donc, le dernier j.o. précédant celui de la réalisation de l’opération= 07/04/2009 (c'est juste) Slts/Naceur "
80,Droit Commercial et économique : Droit Bancaire,Agios bancaires,"Citation de: methk le 03 avril 2009, 02:20:45 pm 14:20Je veux savoir comment les banques tunisiennes faire les calculs des agios bancaires.Bonsoir Tu veux dire échélle d'intérêt ? sinon  le montant de la commision dépant de la nature d'opération bancaire (tenu de compte, escompte, encvaissement, traite, chéque, virement, sur place, hors place, L/C, aval, caution, etc...) Slts/Naceur "
81,Droit Commercial et économique : Droit Bancaire,Agios bancaires,"Citation de: Naceur le 03 avril 2009, 09:46:03 pm 21:46Tu veux dire échélle d'intérêt ? Bonjour Naceuroui exactement l'échelle d'intérêt"
82,Droit Commercial et économique : Droit Bancaire,Agios bancaires,Il existe plusieurs méthodes. Vous n'avez pas besoin cependant de les connaître : votre banque devrait vous fournir ces informations et surtout à chaque décompte vous devrez recevoir le détail des calculs effectués et des taux appliqués.
83,Droit Commercial et économique : Droit Bancaire,Agios bancaires,"Merci Ibn Haldun, voilà un exemple  (à titre indicatif) :EXEMPLE : D'ECHELLE D'INTRETS (SIMPLE)   DATE   05-déc08-déc13-déc14-déc16-déc18-déc19-déc       SOLDE (a)  1 749,5505 752,5007 755,45011 008,86411 116,67712 228,27013 433,870     DEB DEB DEB DEB DEB DEB DEB        Nbre de jours  (c) 3512211Total       Nombre  (Solde Débiteur) (a) x (c)   5 248,65028 762,5007 755,45022 017,72822 233,35412 228,27013 433,870 111 679,822 Sachant que le taux d’intérêt débit : 7,87500% l’an Donc, Taux d'intérêt journalier  est égal à  7,87500% / 360 =    0,02188%Montant des intérêts est égal à 111 679,822  x 0,02188%  =   24,430Slts/Naceur "
84,Droit Commercial et économique : Droit Bancaire,Frais NAIB <> conditions de banque sur le site de l'APTBEF,"Citation de: xerof le 06 avril 2009, 05:48:13 pm 17:48Alors :Est-ce que quelqu'un est au courant des frais de tenue de compte chez NAIB ?Est-ce que l'APTBEF est responsable de la véracité des documents mis sur son site web ?Le mieux, c'est de saisir par écrit l'Observatoire des Services BancairesL'OBSERVATOIRE DES SERVICES BANCAIRES Courrier postal : Banque Centrale de Tunisie - BP 777 - 1080 Tunis-CEDEX    Téléphone : (+216) 71 340 588Télécopie : (+216) 71 256 984 Courrier électronique : contact@oqsb.org  Slts/Naceur  "
85,Droit Commercial et économique : Droit Bancaire,Frais NAIB <> conditions de banque sur le site de l'APTBEF,Merci beaucoup.
86,Droit Commercial et économique : Droit Bancaire,Frais NAIB <> conditions de banque sur le site de l'APTBEF,"Oui, Naceur, on trouves d'ailleurs sur le site de l'OSB pour plusieurs banques les tarifs actuellement appliqués par plusieurs banques, la NAIB n'y figure pas cependant mais comme vous l'avez signalé, les tarifs sont disponibles auprès de l'OSB.Le document mis en ligne sur le site de l'APTBEF n'est pas daté!Le site de la NAIB n'affiche pas les conditions de la banque. Il ny est pas lgalemnt tenue mais celle-ci est tenu d'afficher dans ses locaux ses tarifs de façàn lisible et de remettre à ses clients les tarifs et les conditions de gestion et de tenue de compte.Nos respects"
87,Droit Commercial et économique : Droit Bancaire,Consolidation des crédits accordés aux entreprises exportatrices,"merci, c'est très utile surtout dans cette conjoncture mondiale … en plus la guerre à GhazzaSlts/Naceur Laissez un petit message en passant, ça fait toujours plaisir de savoir qu'on est lu !"
88,Droit Commercial et économique : Droit Bancaire,rupture abusive,"Voir Article 705 et s. du Code de Commerce Slts/ Naceur Laissez un petit message en passant, ça fait toujours plaisir de savoir qu'on est lu !"
89,Droit Commercial et économique : Droit Bancaire,ouverture d'un compte bancaire tunisien en france ,"Oui, tu peux ouvrir un compte dans une Banque Tunisienne en France Union Tunisienne de Banques U.T.B.Agence Paris : 19 Rue Pyramides, 75001 Paris - France                26 Boulevard Belleville, 75020 Paris - France Agence Marseille : 20 Boulevard Athènes, 13001 Marseille - France Adresse Tunis : Angle Avenue Mohamed V et Rue 8006 Montplaisir, 1002 Tunis - Tunisie Téléphone : +216 71 950 100Téléfax : +216 71 950 016 / 216 71 950 031Slts/Naceur "
90,Droit Commercial et économique : Droit Bancaire,ouverture d'un compte bancaire tunisien en france ,"merci,à bientôt sur le forum..."
91,Droit Commercial et économique : Droit Bancaire,chèque sans provision,Salut à tout le monde ma réponse c'est que tu doit consulter un spécialiste.Salutation à tout le monde 
92,Droit Commercial et économique : Droit Bancaire,chèque sans provision,"votre mari est condamnè par dèfaut pour avoir èmis des chèques sans provision. il est en dehors du pays.vous dites comment faire .le fait que votre mari commence le paiement de ses dettes et par ce fait il manifeste sa bonne intention de remboursement, il lui suffit de consulter un avocat et peut revenir au pays sans risques, surtout lorsqu'il acquitte totalement ses chèques. donc , la consultation d'un avocat s'avère nècessaire . bonne chance"
